Delay_Hours,Month,System Voltage,Consumer_Effected,System_Load (kW),Failure_Code,Location
0.33,February,LV,121,58,D1,Location 1
0.23,February,11kV,3996,2957,B4,Location 2
0.18,February,11kV,7884,8378,C1,Location 7
0.22,February,11kV,7884,6855,C1,Location 7
0.35,February,11kV,2578,949,C1,Location 7
0.47,February,11kV,1402,449,C1,Location 7
0.38,February,11kV,2108,1845,C1,Location 7
0.03,February,11kV,2578,11067,C1,Location 7
0.68,February,11kV,2108,1031,C1,Location 7
0.03,February,11kV,7884,50267,C1,Location 7
0.27,February,11kV,99,319,C1,Location 7
3.92,February,11kV,2009,157,C1,Location 7
0.03,February,11kV,7785,47400,C1,Location 7
2.53,February,11kV,2009,243,C1,Location 7
0.02,February,11kV,7785,71100,C1,Location 7
1.88,February,11kV,2009,327,C1,Location 7
0.03,February,11kV,2895,40833,C1,Location 7
1.17,February,11kV,2009,526,C1,Location 7
0.02,February,11kV,2895,61250,C1,Location 7
0.3,February,11kV,2895,4083,C1,Location 7
0.52,February,11kV,593,396,C1,Location 7
0.17,February,11kV,2,3076,C1,Location 2
0.33,February,LV,70,24,D1,Location 1
0.58,February,LV,63,10,D1,Location 2
0.08,February,11kV,4192,13025,C1,Location 2
0.13,February,11kV,6988,10123,C2,Location 4
0.25,February,LV,68,24,D1,Location 1
0.08,February,LV,68,75,D1,Location 1
14.67,February,LV,0,0,D1,Location 1
2.03,February,11kV,997,151,C2,Location 7
0.1,February,11kV,4192,10420,C1,Location 2
0.78,February,11kV,3547,515,C1,Location 3
4.17,February,11kV,2324,94,B4,Location 5
0.42,February,11kV,364,112,C1,Location 1
0.15,February,33kV,4948,14307,A1,Location 2
0.42,February,LV,63,14,D1,Location 2
0.08,February,11kV,6961,14725,B4,Location 2
0.5,February,11kV,1,44,C1,Location 2
0.5,February,LV,69,12,D1,Location 4
0.33,February,11kV,575,242,C1,Location 1
0.58,February,11kV,310,66,C1,Location 1
0.08,February,11kV,3996,8500,B4,
0.33,February,LV,72,27,D1,Location 1
0.4,February,33kV,20319,7065,A1,Location 1
0.25,February,33kV,11441,16956,A1,Location 3
0.22,February,33kV,29521,11145,A1,Location 3
0.22,February,33kV,9255,8900,A1,Location 3
0.45,February,33kV,2311,993,A1,Location 3
0.4,February,33kV,10525,3835,A1,Location 3
0.4,February,33kV,6666,4955,A1,Location 3
0.27,February,33kV,10389,14996,A1,Location 6
0.27,February,33kV,13373,18337,A1,Location 6
0.12,February,33kV,22495,45067,A1,Location 7
0.03,February,33kV,10389,134967,A1,Location 6
0.37,February,LV,126,97,D1,Location 4
0.25,February,11kV,119,124,C1,Location 4
0.43,February,LV,71,16,D2,Location 2
0.08,February,11kV,6653,20250,C1,Location 3
0.43,February,LV,72,19,D1,Location 4
0.5,February,11kV,3996,1360,C1,Location 2
1.32,February,11kV,2591,301,C1,Location 2
0.12,February,11kV,366,425,C1,Location 2
0.52,February,11kV,1950,552,C1,Location 2
0.52,February,11kV,437,106,C1,Location 2
0.07,February,LV,77,129,D2,Location 6
0.58,February,LV,73,14,D1,Location 2
1.5,February,LV,164,33,D1,Location 4
2.42,February,LV,157,16,D1,Location 4
0.42,February,11kV,119,74,C1,Location 4
2.72,February,LV,49,1,D2,Location 2
0.5,February,LV,235,76,D2,Location 7
1.05,February,33kV,10976,2958,A1,Location 2
1.05,February,33kV,11087,3350,A1,Location 2
0.23,February,11kV,4918,5430,C1,Location 3
0.07,February,LV,75,129,D2,Location 2
0.32,February,11kV,6961,3681,C1,Location 2
0.2,February,11kV,6961,5890,B4,Location 2
2.15,February,11kV,1684,232,B4,Location 3
2,February,11kV,2,180,B4,Location 3
0.28,February,LV,193,136,D2,Location 7
0.28,February,11kV,8685,5511,C1,Location 3
0.62,February,11kV,2766,1503,C1,Location 3
4.42,February,LV,66,13,D2,Location 3
0.85,February,11kV,2197,496,C2,Location 6
0.65,February,11kV,165,1154,C2,Location 7
0.05,February,11kV,3913,15820,C2,Location 6
0.48,February,LV,361,102,D2,Location 5
1,February,11kV,140,68,C1,Location 3
0.18,February,33kV,2311,2483,A1,Location 3
0.07,February,11kV,6961,16829,B1,Location 2
0.63,February,11kV,256,56,C1,Location 7
0.17,February,11kV,1151,9676,C1,Location 2
0.12,February,11kV,9508,17867,B3,Location 6
0.33,February,11kV,133,215,C1,Location 7
0.1,February,11kV,6961,11780,C1,Location 2
0.22,February,11kV,6961,5355,C1,Location 2
0.22,February,11kV,4455,2718,C1,Location 3
0.42,February,LV,69,19,D1,Location 2
0.9,February,11kV,2434,680,C2,Location 3
0.07,February,33kV,20064,47100,A1,Location 1
0.3,February,LV,1,150,D1,Location 7
0.17,February,LV,219,182,D1,Location 5
0.77,February,LV,361,64,D2,Location 5
0.3,February,LV,78,37,D2,Location 2
0.05,February,LV,57,120,D1,Location 2
0.43,February,LV,81,23,D2,Location 7
0.1,February,33kV,23422,83860,A5,Location 5
0.03,February,33kV,23422,279533,A1,Location 5
0.02,February,33kV,23422,419300,A1,Location 5
0.02,February,33kV,23422,419300,A1,Location 5
0.02,February,33kV,23422,419300,A1,Location 5
0.02,February,33kV,23422,419300,A1,Location 5
0.02,February,33kV,23422,419300,A1,Location 5
0.02,February,33kV,2294,67150,A1,Location 4
0.03,February,33kV,2294,44767,A1,Location 4
0.02,February,33kV,2294,67150,A1,Location 4
0.02,February,33kV,19758,370650,A1,Location 4
0.02,February,33kV,19758,370650,A1,Location 4
0.03,February,33kV,2294,44767,A1,Location 4
0.03,February,33kV,2294,44767,A1,Location 4
0.02,February,33kV,2294,67150,A1,Location 4
0.02,February,33kV,2294,67150,A1,Location 4
0.02,February,33kV,17726,212050,A1,Location 4
0.03,February,33kV,17726,141367,A1,Location 4
0.02,February,33kV,17726,212050,A1,Location 4
0.02,February,33kV,17726,212050,A1,Location 4
0.02,February,33kV,20064,164850,A1,Location 1
0.03,February,33kV,20064,109900,A1,Location 1
0.02,February,33kV,20064,164850,A1,Location 1
0.02,February,33kV,20064,164850,A1,Location 1
0.02,February,33kV,20064,164850,A1,Location 1
0.05,February,33kV,20064,65940,A1,Location 1
0.53,February,33kV,20319,5332,A1,Location 1
0.03,February,33kV,20319,94200,A1,Location 1
0.02,February,33kV,5847,58350,A1,Location 1
0.02,February,33kV,5847,58350,A1,Location 1
0.03,February,33kV,5847,38900,A1,Location 1
0.02,February,11kV,2184,35300,C1,Location 6
0.02,February,11kV,708,10700,C1,Location 6
0.02,February,11kV,3405,62200,C1,Location 6
0.02,February,11kV,2050,27150,C1,Location 6
0.02,February,11kV,9508,107200,C1,Location 6
0.02,February,11kV,9508,107200,C1,Location 6
0.02,February,11kV,577,5550,C1,Location 6
0.02,February,11kV,577,5550,C1,Location 6
0.02,February,11kV,8185,115700,C1,Location 6
0.02,February,11kV,8185,115700,C1,Location 6
0.02,February,11kV,8185,115700,C1,Location 6
0.02,February,33kV,10389,202450,A1,Location 6
0.02,February,33kV,13373,247550,A1,Location 6
0.08,February,33kV,13373,61888,A1,Location 6
0.02,February,11kV,3365,69700,C1,Location 6
0.02,February,11kV,3365,69700,C1,Location 6
0.02,February,11kV,3365,69700,C1,Location 6
0.02,February,11kV,7727,67400,C1,Location 6
0.02,February,11kV,7727,67400,C1,Location 6
,February,11kV,7727,67400,C1,Location 6
0.02,February,11kV,7727,67400,C1,Location 6
0.02,February,11kV,5708,70100,C1,Location 6
0.02,February,11kV,5708,70100,C1,Location 6
0.02,February,11kV,5708,70100,C1,Location 6
0.02,February,11kV,6091,65900,C1,Location 7
0.02,February,11kV,4265,60800,C1,Location 7
0.02,February,11kV,1673,56400,C1,Location 7
0.07,February,11kV,3152,8643,C1,Location 2
0.67,February,11kV,3152,903,C1,Location 2
0.18,February,11kV,3152,3361,C1,Location 2
0.08,February,33kV,11087,43963,A1,Location 2
0.02,February,33kV,5872,139700,A1,Location 2
0.03,February,33kV,5872,93133,A1,Location 2
0.02,February,33kV,5872,139700,A1,Location 2
0.03,February,33kV,4948,71533,A1,Location 2
0.02,February,33kV,4948,107300,A1,Location 2
0.05,February,33kV,4948,42920,A1,Location 2
0.03,February,33kV,4948,71533,A1,Location 2
0.02,February,11kV,4948,107300,C1,Location 2
0.02,February,33kV,14770,164150,A1,Location 2
0.02,February,33kV,14770,164150,A1,Location 2
0.13,February,33kV,14770,25254,A1,Location 2
0.07,February,11kV,7066,28857,C1,Location 2
0.02,February,33kV,9945,153600,A1,Location 4
0.02,February,33kV,11588,320850,A1,Location 6
0.02,February,33kV,12951,219000,A1,Location 6
0.05,February,33kV,10525,30680,A1,Location 3
0.03,February,33kV,10525,51133,A1,Location 3
0.08,February,33kV,10525,19175,A1,Location 3
0.05,February,33kV,10525,30680,A1,Location 3
0.08,February,33kV,10525,19175,A1,Location 3
0.07,February,33kV,11441,60557,A1,Location 3
0.1,February,33kV,11441,42390,A1,Location 3
0.05,February,33kV,11441,84780,A1,Location 3
0.02,February,33kV,11441,211950,A1,Location 3
0.07,February,33kV,9255,27971,A1,Location 3
0.02,February,33kV,9255,97900,A1,Location 3
2.2,February,33kV,9255,890,A1,Location 3
0.03,February,33kV,6666,66067,A1,Location 3
0.03,February,33kV,6666,66067,A1,Location 3
0.08,February,33kV,6666,24775,A1,Location 3
0.07,February,33kV,6666,28314,A1,Location 3
0.02,February,33kV,29521,122600,A1,Location 3
0.02,February,33kV,29521,122600,A1,Location 3
0.02,February,33kV,29521,122600,A1,Location 3
0.02,February,33kV,10976,155300,A1,Location 2
0.18,February,33kV,10976,17256,A1,Location 2
0.18,February,33kV,10976,17256,A1,Location 2
0.03,February,33kV,19950,202367,A1,Location 7
0.02,February,33kV,19950,303550,A1,Location 7
0.07,February,33kV,19950,86729,A1,Location 7
1.02,February,33kV,19950,5952,A1,Location 7
0.03,February,33kV,19950,202367,A1,Location 7
0.08,February,33kV,19950,75888,A1,Location 7
0.02,February,33kV,19950,303550,A1,Location 7
0.02,February,33kV,19950,303550,A1,Location 7
0.02,February,33kV,19950,303550,A1,Location 7
0.02,February,33kV,22495,270400,A1,Location 7
0.02,February,33kV,22495,270400,A1,Location 7
0.02,February,33kV,22495,270400,A1,Location 7
0.53,February,33kV,22495,10204,A1,Location 7
0.53,February,33kV,22495,10204,A1,Location 7
0.6,March,11kV,6281,1750,C1,Location 7
2.53,March,11kV,2782,142,C1,Location 7
1.27,March,11kV,2782,283,C2,Location 7
0.02,March,33kV,22495,270400,A1,Location 7
0.42,March,33kV,4948,5114,A1,Location 2
0.25,March,11kV,4455,2392,C1,Location 3
0.33,March,11kV,641,291,C1,Location 5
0.8,March,33kV,4948,2685,A1,Location 2
0.57,March,11kV,3099,2535,C1,Location 5
0.03,March,11kV,3099,48167,C1,Location 5
0.33,March,11kV,5587,2139,C1,Location 1
0.17,March,11kV,3308,2288,C1,Location 1
0.6,March,LV,259,122,D2,Location 5
0.03,March,33kV,20796,235700,A1,Location 5
0.73,March,33kV,4948,2942,A1,Location 2
0.22,March,33kV,20796,32141,A1,Location 5
0.03,March,11kV,10682,85133,C1,Location 5
0.58,March,11kV,518,169,C1,Location 2
0.58,March,11kV,539,319,C1,Location 1
0.33,March,11kV,6524,6091,B4,Location 7
0.25,March,LV,69,32,D1,Location 7
1.42,March,LV,71,6,D2,Location 2
0.92,March,LV,71,11,D2,Location 6
1.03,March,33kV,19950,5894,A1,Location 7
0.95,NA,33kV,22495,5693,A1,Location 7
1.18,March,33kV,20319,2395,A5,Location 1
1,March,33kV,20757,3278,A1,Location 7
1.08,March,33kV,10507,3969,A1,Location 7
1,March,33kV,19774,5707,A1,Location 4
0.02,March,33kV,6666,99100,A1,Location 3
1.08,March,33kV,10525,1420,A1,Location 3
0.83,March,11kV,2152,382,C1,Location 3
0.23,March,33kV,29521,10661,A1,Location 3
0.33,March,11kV,5587,2139,C1,Location 1
0.03,March,11kV,3308,12967,C1,Location 1
1.02,March,33kV,10820,4843,A5,Location 2
1,March,33kV,2311,447,A5,Location 3
1.02,March,33kV,9255,1920,A5,Location 3
1.35,March,33kV,22495,4006,A5,Location 7
0.18,March,33kV,8323,7844,A5,Location 1
1.27,March,33kV,16841,4602,A5,Location 6
1.27,March,33kV,11087,2769,A5,Location 2
1.25,March,33kV,9945,2458,A5,Location 4
6.38,March,11kV,156,4,C2,Location 1
0.58,March,11kV,433,181,C2,Location 7
0.67,March,LV,190,58,D2,Location 5
1.65,March,LV,69,4,D2,Location 6
0.25,March,11kV,6961,4712,C1,Location 2
0.58,March,11kV,163,234,C1,Location 7
0.02,March,33kV,20064,164850,A1,Location 1
0.33,March,LV,79,33,D1,Location 2
0.02,March,11kV,3089,24700,C1,Location 1
0.63,March,11kV,2796,1808,C2,Location 7
0.58,March,LV,75,21,D2,Location 6
0.83,March,11kV,2152,382,C1,Location 3
0.5,March,LV,246,158,D2,Location 2
0.37,March,11kV,8967,6724,C1,Location 5
0.53,March,11kV,2282,1149,C1,Location 5
0.88,March,11kV,819,328,C1,Location 5
0.57,March,11kV,4288,1296,C1,Location 1
0.02,March,33kV,20064,164850,A1,Location 1
0.72,March,33kV,20064,4579,A1,Location 1
1,March,33kV,9555,2329,A5,Location 1
0.72,March,33kV,8323,1961,A1,Location 1
0.17,March,11kV,1287,1029,C1,Location 6
0.08,March,33kV,8323,17650,A1,Location 1
0.12,March,33kV,29521,20433,A1,Location 3
4.75,March,LV,80,3,D2,Location 6
0.33,March,LV,68,24,D1,Location 2
2.65,March,LV,333,22,D2,Location 2
0.03,March,11kV,4192,34733,C1,Location 2
0.17,March,11kV,4192,6129,C1,Location 2
0.47,March,11kV,8185,4923,C1,Location 6
0.15,March,11kV,921,1773,C2,Location 6
0.78,March,LV,284,87,D2,Location 6
0.5,March,11kV,921,532,C2,Location 6
0.3,March,11kV,6961,3927,C1,Location 2
0.5,March,LV,65,12,D1,Location 1
10.58,March,LV,284,6,D2,Location 6
0.17,March,LV,72,65,D2,Location 6
0.17,March,LV,80,82,D2,Location 6
0.1,March,11kV,2102,16470,C1,Location 2
0.17,March,11kV,228,312,C1,Location 6
0.42,March,11kV,1512,933,C1,Location 6
0.5,March,11kV,5114,1608,B4,Location 7
0.48,March,11kV,4544,1913,B4,Location 7
0.67,March,LV,249,154,D2,Location 4
0.13,March,11kV,4169,6323,C1,Location 1
0.33,March,LV,186,73,D1,Location 1
0.35,March,11kV,3287,1183,C1,Location 1
0.25,March,11kV,6961,4712,C1,Location 2
0.18,March,33kV,4948,11933,A1,Location 2
0.22,March,11kV,4249,9014,C1,Location 2
0.53,March,11kV,1289,1074,C1,Location 2
0.75,March,11kV,4808,1672,B1,Location 7
0.07,March,11kV,4192,14886,C1,Location 2
0.43,March,11kV,40,119,C1,Location 2
0.98,March,33kV,19950,6195,A5,Location 7
0.95,March,33kV,20319,2975,A5,Location 1
3.83,March,11kV,125,6,C2,Location 7
1,March,33kV,19774,5707,A5,Location 4
0.98,March,33kV,11441,4326,A5,Location 3
1,March,33kV,10525,1534,A5,Location 3
1,March,33kV,6666,1982,A5,Location 3
1,March,33kV,10389,4049,A5,Location 6
1,March,33kV,18937,4913,A5,Location 6
1.17,March,33kV,20757,2802,A5,Location 7
1,March,33kV,16865,3668,A5,Location 7
1.23,March,33kV,10507,3485,A5,Location 7
0.97,March,33kV,10820,5093,A5,Location 2
0.98,March,33kV,12951,4469,A5,Location 6
0.5,March,11kV,1551,1806,C1,Location 3
0.47,March,11kV,855,757,C2,Location 3
1,March,33kV,22495,5408,A5,Location 7
0.88,March,33kV,6887,1000,A5,Location 1
0.88,March,33kV,8323,1605,A5,Location 1
1,March,33kV,19950,6071,A5,Location 7
1.57,March,33kV,22495,3445,A5,Location 7
1.05,March,33kV,11441,4037,A5,Location 3
0.6,March,33kV,10389,6748,A5,Location 6
0.57,March,33kV,16841,10254,A5,Location 6
1.58,March,33kV,9945,1944,A5,Location 4
1.28,March,33kV,17726,3313,A5,Location 4
0.93,March,33kV,29521,2637,A5,Location 3
1.1,March,33kV,2311,406,A5,Location 3
1,March,33kV,16841,5845,A5,Location 6
1.07,March,33kV,11087,3287,A5,Location 2
1.28,March,33kV,2294,1049,A5,Location 4
0.93,March,33kV,9255,2105,A5,Location 3
0.02,March,33kV,10820,247000,A1,Location 2
1.42,March,33kV,20319,1990,A5,Location 1
1.33,March,33kV,11441,3187,A5,Location 3
1.42,March,33kV,11588,4519,A5,Location 6
1.42,March,33kV,18937,3460,A5,Location 6
1.08,March,33kV,20757,3035,A5,Location 7
1.23,March,33kV,16865,2982,A5,Location 7
1.22,March,33kV,10507,3514,A5,Location 7
1.62,March,33kV,19950,3748,A5,Location 7
1.62,March,33kV,22495,3338,A5,Location 7
1.05,March,33kV,19774,5435,A5,Location 4
0.3,March,11kV,4169,2740,C1,Location 1
0.3,March,11kV,1511,520,C1,Location 1
0.15,March,11kV,3996,4533,C1,Location 2
0.57,March,LV,70,14,D1,Location 4
12.75,March,LV,70,1,D1,Location 4
0.42,March,11kV,3008,924,C2,Location 3
0.02,March,11kV,10682,127700,C1,Location 5
6.48,March,11kV,147,2,C2,Location 3
7.92,March,11kV,3301,151,B4,Location 6
0.25,March,11kV,11292,11656,C1,Location 5
0.02,March,11kV,8967,124400,C1,Location 5
1.25,March,LV,114,20,D2,Location 6
2.83,March,LV,124,11,D2,Location 4
0.63,March,11kV,6972,2238,C1,Location 4
0.02,March,11kV,2612,27900,C1,Location 4
1.7,March,11kV,1500,207,C1,Location 4
0.5,March,11kV,291,104,C1,Location 3
0.07,March,33kV,4948,30686,A1,Location 2
0.42,March,11kV,693,219,C1,Location 6
0.83,March,LV,236,93,D1,Location 7
0.33,March,11kV,4455,1812,C1,Location 3
0.6,March,11kV,4192,1737,C1,Location 2
0.47,March,LV,227,119,D2,Location 5
0.73,March,11kV,117,118,C2,Location 2
0.38,March,LV,547,234,D1,Location 7
0.75,March,LV,861,169,D1,Location 2
0.57,March,LV,119,30,D1,Location 6
0.25,March,LV,73,40,D1,Location 7
0.67,March,LV,68,10,D1,Location 3
0.03,March,11kV,6790,60800,C1,Location 6
0.25,March,LV,66,200,D1,Location 7
0.25,March,33kV,10525,6136,A1,Location 3
0.25,March,33kV,6666,7928,A1,Location 3
0.38,March,33kV,29521,6453,A1,Location 3
0.05,March,11kV,4337,33060,C1,Location 6
0.23,March,33kV,16841,25413,A1,Location 6
1.22,March,11kV,1550,146,C1,Location 3
0.5,March,LV,74,16,D1,Location 3
0.43,March,11kV,2846,1160,C1,Location 2
0.3,March,11kV,2846,1663,C1,Location 2
0.48,March,33kV,20319,5888,A1,Location 1
0.37,March,11kV,600,286,C1,Location 1
5.57,March,11kV,482,3,C1,Location 1
0.03,March,11kV,4403,53567,B1,Location 7
0.03,March,11kV,1853,21933,B1,Location 7
0.03,March,11kV,1834,19567,B1,Location 7
0.33,March,11kV,602,315,C1,Location 2
0.45,March,LV,227,124,D2,Location 5
1.33,March,LV,67,11,D1,Location 2
0.28,March,11kV,768,993,C2,Location 4
3.42,March,11kV,1109,24,B4,Location 3
0.3,March,33kV,22495,18027,A1,Location 7
0.3,March,33kV,20757,10927,A1,Location 7
0.22,March,33kV,20757,14900,A1,Location 7
0.53,March,11kV,4808,2366,B1,Location 7
0.05,March,33kV,20319,56520,A1,Location 1
0.25,March,11kV,165,3000,B1,Location 7
0.25,March,11kV,3893,6920,B1,Location 7
0.13,March,11kV,4057,10231,C1,Location 1
0.17,March,LV,263,312,D1,Location 2
0.5,March,33kV,20796,14142,A1,Location 5
0.33,March,33kV,19758,22464,A1,Location 4
0.83,March,33kV,19758,8931,A1,Location 4
0.2,March,11kV,4455,2990,C1,Location 3
0.75,March,11kV,4062,1135,B4,Location 4
2.03,March,LV,235,26,D2,Location 6
0.35,March,11kV,3099,4129,C1,Location 5
0.13,March,11kV,3099,11115,C1,Location 5
0.15,March,11kV,2792,7580,C1,Location 5
0.03,March,11kV,440,6967,C1,Location 5
0.07,March,11kV,2110,13014,C1,Location 5
0.6,March,11kV,247,57,C1,Location 5
0.75,March,11kV,614,169,C1,Location 1
0.67,March,11kV,4288,1103,B1,Location 1
0.65,March,11kV,3283,840,B1,Location 1
0.07,March,33kV,8323,20171,A1,Location 1
0.05,March,33kV,20319,56520,A1,Location 1
0.07,March,33kV,11441,60557,A1,Location 3
0.05,March,33kV,10525,30680,A1,Location 3
0.03,March,33kV,6666,66067,A1,Location 3
0.03,March,33kV,10976,103533,A1,Location 2
0.2,March,33kV,10976,15530,A1,Location 2
0.47,March,11kV,3893,3681,C1,Location 7
0.18,March,33kV,10976,17256,A1,Location 2
0.2,March,11kV,3064,7030,C1,Location 7
0.15,March,11kV,1950,5640,C1,Location 7
1.03,March,11kV,1190,211,C1,Location 7
0.02,March,33kV,9945,153600,A1,Location 4
0.08,March,33kV,2311,5588,A1,Location 3
0.03,March,33kV,20319,94200,A1,Location 1
0.25,March,11kV,7340,5116,C1,Location 1
1.25,March,11kV,1572,397,C1,Location 1
1.25,March,11kV,7340,1023,C1,Location 1
0.27,March,11kV,7340,4737,B4,Location 1
0.03,March,11kV,4192,34733,C1,Location 2
0.5,March,11kV,40,102,C1,Location 2
8.23,March,LV,1,21,D1,Location 1
0.25,March,11kV,6798,9216,C1,Location 4
0.27,March,11kV,5681,4826,C1,Location 7
1.22,March,11kV,5,443,C1,Location 7
0.02,March,11kV,5749,66400,C1,Location 2
0.33,March,11kV,40,155,C1,Location 2
0.52,March,11kV,3996,1308,C1,Location 2
0.15,March,11kV,2591,2647,C1,Location 2
0.3,March,11kV,1950,957,C1,Location 2
2.33,March,11kV,1572,213,C2,Location 1
0.58,March,11kV,737,95,C1,Location 3
3,March,LV,67,2,D2,Location 2
0.12,March,LV,286,300,D1,Location 7
0.38,March,LV,343,166,D1,Location 7
0.33,March,LV,76,30,D1,Location 6
1.38,March,11kV,307,223,B4,Location 5
0.45,March,11kV,721,907,C1,Location 2
0.58,March,LV,67,10,D2,Location 2
1.97,March,11kV,0,0,B4,Location 5
0.42,March,33kV,8323,3362,A1,Location 1
0.2,March,33kV,20064,16485,A1,Location 1
0.45,March,33kV,20064,7327,A1,Location 1
0.65,March,33kV,9555,3583,A1,Location 1
0.38,March,33kV,20319,7437,A1,Location 1
0.4,March,33kV,22495,13520,A1,Location 7
0.02,March,11kV,307,15400,B4,Location 5
4,March,11kV,3547,101,C1,Location 3
3.58,March,11kV,4128,145,C1,Location 3
0.03,March,33kV,9945,102400,A1,Location 4
0.02,March,33kV,20796,353550,A1,Location 5
0.17,March,11kV,11086,13765,C1,Location 3
0.7,March,33kV,17726,6059,A1,Location 4
0.7,March,33kV,2294,1919,A1,Location 4
0.03,March,33kV,19774,190233,A1,Location 4
0.3,March,11kV,1437,617,C1,Location 2
0.33,March,LV,195,158,D1,Location 4
